hand_no,Sayan,Sourjya,winner,ending_round
92,99,101,Sourjya,0
93,100,100,Sayan,0
94,99,101,Sourjya,0
95,100,100,Sayan,0
96,99,101,Sourjya,0
97,100,100,Sayan,0
98,99,101,Sourjya,0
99,100,100,Sayan,0
100,99,101,Sourjya,0
101,100,100,Sayan,0
102,99,101,Sourjya,0
103,100,100,Sayan,0
104,99,101,Sourjya,0
105,100,100,Sayan,0
106,99,101,Sourjya,0
107,100,100,Sayan,0
108,99,101,Sourjya,0
109,100,100,Sayan,0
110,99,101,Sourjya,0
111,100,100,Sayan,0
112,99,101,Sourjya,0
113,100,100,Sayan,0
114,99,101,Sourjya,0
115,100,100,Sayan,0
116,99,101,Sourjya,0
117,100,100,Sayan,0
118,99,101,Sourjya,0
119,100,100,Sayan,0
120,99,101,Sourjya,0
121,100,100,Sayan,0
122,99,101,Sourjya,0
123,100,100,Sayan,0
124,99,101,Sourjya,0
125,100,100,Sayan,0
126,99,101,Sourjya,0
127,100,100,Sayan,0
128,99,101,Sourjya,0
129,100,100,Sayan,0
130,99,101,Sourjya,0
131,100,100,Sayan,0
132,99,101,Sourjya,0
133,100,100,Sayan,0
134,99,101,Sourjya,0
135,100,100,Sayan,0
136,99,101,Sourjya,0
137,100,100,Sayan,0
138,99,101,Sourjya,0
139,100,100,Sayan,0
140,99,101,Sourjya,0
141,100,100,Sayan,0
142,99,101,Sourjya,0
143,100,100,Sayan,0
144,99,101,Sourjya,0
145,100,100,Sayan,0
146,99,101,Sourjya,0
147,100,100,Sayan,0
148,99,101,Sourjya,0
149,100,100,Sayan,0
150,99,101,Sourjya,0
151,100,100,Sayan,0
152,99,101,Sourjya,0
153,100,100,Sayan,0
154,99,101,Sourjya,0
155,100,100,Sayan,0
156,99,101,Sourjya,0
157,100,100,Sayan,0
158,99,101,Sourjya,0
159,100,100,Sayan,0
160,99,101,Sourjya,0
161,100,100,Sayan,0
162,99,101,Sourjya,0
163,100,100,Sayan,0
164,99,101,Sourjya,0
165,100,100,Sayan,0
166,99,101,Sourjya,0
167,100,100,Sayan,0
168,99,101,Sourjya,0
169,100,100,Sayan,0
170,99,101,Sourjya,0
171,100,100,Sayan,0
172,99,101,Sourjya,0
173,100,100,Sayan,0
174,99,101,Sourjya,0
175,100,100,Sayan,0
176,99,101,Sourjya,0
177,100,100,Sayan,0
178,99,101,Sourjya,0
179,100,100,Sayan,0
180,99,101,Sourjya,0
181,100,100,Sayan,0
182,99,101,Sourjya,0
183,100,100,Sayan,0
184,99,101,Sourjya,0
185,100,100,Sayan,0
186,99,101,Sourjya,0
187,100,100,Sayan,0
188,99,101,Sourjya,0
189,100,100,Sayan,0
190,99,101,Sourjya,0
191,100,100,Sayan,0
192,99,101,Sourjya,0
193,100,100,Sayan,0
194,99,101,Sourjya,0
195,100,100,Sayan,0
196,99,101,Sourjya,0
197,100,100,Sayan,0
198,99,101,Sourjya,0
199,100,100,Sayan,0
200,99,101,Sourjya,0
201,100,100,Sayan,0
202,99,101,Sourjya,0
203,100,100,Sayan,0
204,99,101,Sourjya,0
205,100,100,Sayan,0
206,99,101,Sourjya,0
207,100,100,Sayan,0
208,99,101,Sourjya,0
209,100,100,Sayan,0
210,99,101,Sourjya,0
211,100,100,Sayan,0
212,99,101,Sourjya,0
213,100,100,Sayan,0
214,99,101,Sourjya,0
215,100,100,Sayan,0
216,99,101,Sourjya,0
217,100,100,Sayan,0
218,99,101,Sourjya,0
219,100,100,Sayan,0
220,99,101,Sourjya,0
221,100,100,Sayan,0
222,99,101,Sourjya,0
223,100,100,Sayan,0
224,99,101,Sourjya,0
225,100,100,Sayan,0
226,99,101,Sourjya,0
227,100,100,Sayan,0
228,99,101,Sourjya,0
229,100,100,Sayan,0
230,99,101,Sourjya,0
231,100,100,Sayan,0
232,99,101,Sourjya,0
233,100,100,Sayan,0
234,99,101,Sourjya,0
235,100,100,Sayan,0
236,99,101,Sourjya,0
237,100,100,Sayan,0
238,99,101,Sourjya,0
239,100,100,Sayan,0
240,99,101,Sourjya,0
241,100,100,Sayan,0
242,99,101,Sourjya,0
243,100,100,Sayan,0
244,99,101,Sourjya,0
245,100,100,Sayan,0
246,99,101,Sourjya,0
247,100,100,Sayan,0
248,99,101,Sourjya,0
249,100,100,Sayan,0
250,99,101,Sourjya,0
251,100,100,Sayan,0
252,99,101,Sourjya,0
253,100,100,Sayan,0
254,99,101,Sourjya,0
255,100,100,Sayan,0
256,99,101,Sourjya,0
257,100,100,Sayan,0
258,99,101,Sourjya,0
259,100,100,Sayan,0
260,99,101,Sourjya,0
261,100,100,Sayan,0
262,99,101,Sourjya,0
263,100,100,Sayan,0
264,99,101,Sourjya,0
265,100,100,Sayan,0
266,99,101,Sourjya,0
267,100,100,Sayan,0
268,99,101,Sourjya,0
269,100,100,Sayan,0
270,99,101,Sourjya,0
271,100,100,Sayan,0
272,99,101,Sourjya,0
273,100,100,Sayan,0
274,99,101,Sourjya,0
275,100,100,Sayan,0
276,99,101,Sourjya,0
277,100,100,Sayan,0
278,99,101,Sourjya,0
279,100,100,Sayan,0
280,99,101,Sourjya,0
281,100,100,Sayan,0
282,99,101,Sourjya,0
283,100,100,Sayan,0
284,99,101,Sourjya,0
285,100,100,Sayan,0
286,99,101,Sourjya,0
287,100,100,Sayan,0
288,99,101,Sourjya,0
289,100,100,Sayan,0
290,99,101,Sourjya,0
291,100,100,Sayan,0
292,99,101,Sourjya,0
293,100,100,Sayan,0
294,99,101,Sourjya,0
295,100,100,Sayan,0
296,99,101,Sourjya,0
297,100,100,Sayan,0
298,99,101,Sourjya,0
299,100,100,Sayan,0
300,99,101,Sourjya,0
301,100,100,Sayan,0
302,99,101,Sourjya,0
303,100,100,Sayan,0
304,99,101,Sourjya,0
305,100,100,Sayan,0
306,99,101,Sourjya,0
307,100,100,Sayan,0
308,99,101,Sourjya,0
309,100,100,Sayan,0
310,99,101,Sourjya,0
311,100,100,Sayan,0
312,99,101,Sourjya,0
313,100,100,Sayan,0
314,99,101,Sourjya,0
315,100,100,Sayan,0
316,99,101,Sourjya,0
317,100,100,Sayan,0
318,99,101,Sourjya,0
319,100,100,Sayan,0
320,99,101,Sourjya,0
321,100,100,Sayan,0
322,99,101,Sourjya,0
323,100,100,Sayan,0
324,99,101,Sourjya,0
325,100,100,Sayan,0
326,99,101,Sourjya,0
327,100,100,Sayan,0
328,99,101,Sourjya,0
329,100,100,Sayan,0
330,99,101,Sourjya,0
331,100,100,Sayan,0
332,99,101,Sourjya,0
333,100,100,Sayan,0
334,99,101,Sourjya,0
335,100,100,Sayan,0
336,99,101,Sourjya,0
337,100,100,Sayan,0
338,99,101,Sourjya,0
339,100,100,Sayan,0
340,99,101,Sourjya,0
341,100,100,Sayan,0
342,99,101,Sourjya,0
343,100,100,Sayan,0
344,99,101,Sourjya,0
345,100,100,Sayan,0
346,99,101,Sourjya,0
347,100,100,Sayan,0
348,99,101,Sourjya,0
349,100,100,Sayan,0
350,99,101,Sourjya,0
351,100,100,Sayan,0
352,99,101,Sourjya,0
353,100,100,Sayan,0
354,99,101,Sourjya,0
355,100,100,Sayan,0
356,99,101,Sourjya,0
357,100,100,Sayan,0
358,99,101,Sourjya,0
359,100,100,Sayan,0
360,99,101,Sourjya,0
361,100,100,Sayan,0
362,99,101,Sourjya,0
363,100,100,Sayan,0
364,99,101,Sourjya,0
365,100,100,Sayan,0
366,99,101,Sourjya,0
367,100,100,Sayan,0
368,99,101,Sourjya,0
369,100,100,Sayan,0
370,99,101,Sourjya,0
371,100,100,Sayan,0
372,99,101,Sourjya,0
373,100,100,Sayan,0
374,99,101,Sourjya,0
375,100,100,Sayan,0
376,99,101,Sourjya,0
377,100,100,Sayan,0
378,99,101,Sourjya,0
379,100,100,Sayan,0
380,99,101,Sourjya,0
381,100,100,Sayan,0
382,99,101,Sourjya,0
383,100,100,Sayan,0
384,99,101,Sourjya,0
385,100,100,Sayan,0
386,99,101,Sourjya,0
387,100,100,Sayan,0
388,99,101,Sourjya,0
389,100,100,Sayan,0
390,99,101,Sourjya,0
391,100,100,Sayan,0
392,99,101,Sourjya,0
393,100,100,Sayan,0
394,99,101,Sourjya,0
395,100,100,Sayan,0
396,99,101,Sourjya,0
397,100,100,Sayan,0
398,99,101,Sourjya,0
399,100,100,Sayan,0
400,99,101,Sourjya,0
401,100,100,Sayan,0
402,99,101,Sourjya,0
403,100,100,Sayan,0
404,99,101,Sourjya,0
405,100,100,Sayan,0
406,99,101,Sourjya,0
407,100,100,Sayan,0
408,99,101,Sourjya,0
409,100,100,Sayan,0
410,99,101,Sourjya,0
411,100,100,Sayan,0
412,99,101,Sourjya,0
413,100,100,Sayan,0
414,99,101,Sourjya,0
415,100,100,Sayan,0
416,99,101,Sourjya,0
417,100,100,Sayan,0
418,99,101,Sourjya,0
419,100,100,Sayan,0
420,99,101,Sourjya,0
421,100,100,Sayan,0
422,99,101,Sourjya,0
423,100,100,Sayan,0
424,99,101,Sourjya,0
425,100,100,Sayan,0
426,99,101,Sourjya,0
427,100,100,Sayan,0
428,99,101,Sourjya,0
429,100,100,Sayan,0
430,99,101,Sourjya,0
431,100,100,Sayan,0
432,99,101,Sourjya,0
433,100,100,Sayan,0
434,99,101,Sourjya,0
435,100,100,Sayan,0
436,99,101,Sourjya,0
437,100,100,Sayan,0
438,99,101,Sourjya,0
439,100,100,Sayan,0
440,99,101,Sourjya,0
441,100,100,Sayan,0
442,99,101,Sourjya,0
443,100,100,Sayan,0
444,99,101,Sourjya,0
445,100,100,Sayan,0
446,99,101,Sourjya,0
447,100,100,Sayan,0
448,99,101,Sourjya,0
449,100,100,Sayan,0
450,99,101,Sourjya,0
451,100,100,Sayan,0
452,99,101,Sourjya,0
453,100,100,Sayan,0
454,99,101,Sourjya,0
455,100,100,Sayan,0
456,99,101,Sourjya,0
457,100,100,Sayan,0
458,99,101,Sourjya,0
459,100,100,Sayan,0
460,99,101,Sourjya,0
461,100,100,Sayan,0
462,99,101,Sourjya,0
463,100,100,Sayan,0
464,99,101,Sourjya,0
465,100,100,Sayan,0
466,99,101,Sourjya,0
467,100,100,Sayan,0
468,99,101,Sourjya,0
469,100,100,Sayan,0
470,99,101,Sourjya,0
471,100,100,Sayan,0
472,99,101,Sourjya,0
473,100,100,Sayan,0
474,99,101,Sourjya,0
475,100,100,Sayan,0
476,99,101,Sourjya,0
477,100,100,Sayan,0
478,99,101,Sourjya,0
479,100,100,Sayan,0
480,99,101,Sourjya,0
481,100,100,Sayan,0
482,99,101,Sourjya,0
483,100,100,Sayan,0
484,99,101,Sourjya,0
485,100,100,Sayan,0
486,99,101,Sourjya,0
487,100,100,Sayan,0
488,99,101,Sourjya,0
489,100,100,Sayan,0
490,99,101,Sourjya,0
491,100,100,Sayan,0
492,99,101,Sourjya,0
493,100,100,Sayan,0
494,99,101,Sourjya,0
495,100,100,Sayan,0
496,99,101,Sourjya,0
497,100,100,Sayan,0
498,99,101,Sourjya,0
499,100,100,Sayan,0
500,99,101,Sourjya,0
501,100,100,Sayan,0
502,99,101,Sourjya,0
503,100,100,Sayan,0
504,99,101,Sourjya,0
505,100,100,Sayan,0
506,99,101,Sourjya,0
507,100,100,Sayan,0
508,99,101,Sourjya,0
509,100,100,Sayan,0
510,99,101,Sourjya,0
511,100,100,Sayan,0
512,99,101,Sourjya,0
513,100,100,Sayan,0
514,99,101,Sourjya,0
515,100,100,Sayan,0
516,99,101,Sourjya,0
517,100,100,Sayan,0
518,99,101,Sourjya,0
519,100,100,Sayan,0
520,99,101,Sourjya,0
521,100,100,Sayan,0
522,99,101,Sourjya,0
523,100,100,Sayan,0
524,99,101,Sourjya,0
525,100,100,Sayan,0
526,99,101,Sourjya,0
527,100,100,Sayan,0
528,99,101,Sourjya,0
529,100,100,Sayan,0
530,99,101,Sourjya,0
531,100,100,Sayan,0
532,99,101,Sourjya,0
533,100,100,Sayan,0
534,99,101,Sourjya,0
535,100,100,Sayan,0
536,99,101,Sourjya,0
537,100,100,Sayan,0
538,99,101,Sourjya,0
539,100,100,Sayan,0
540,99,101,Sourjya,0
541,100,100,Sayan,0
542,99,101,Sourjya,0
543,100,100,Sayan,0
544,99,101,Sourjya,0
545,100,100,Sayan,0
546,99,101,Sourjya,0
547,100,100,Sayan,0
548,99,101,Sourjya,0
549,100,100,Sayan,0
550,99,101,Sourjya,0
551,100,100,Sayan,0
552,99,101,Sourjya,0
553,100,100,Sayan,0
554,99,101,Sourjya,0
555,100,100,Sayan,0
556,99,101,Sourjya,0
557,100,100,Sayan,0
558,99,101,Sourjya,0
559,100,100,Sayan,0
560,99,101,Sourjya,0
561,100,100,Sayan,0
562,99,101,Sourjya,0
563,100,100,Sayan,0
564,99,101,Sourjya,0
565,100,100,Sayan,0
566,99,101,Sourjya,0
567,100,100,Sayan,0
568,99,101,Sourjya,0
569,100,100,Sayan,0
570,99,101,Sourjya,0
571,100,100,Sayan,0
572,99,101,Sourjya,0
573,100,100,Sayan,0
574,99,101,Sourjya,0
575,100,100,Sayan,0
576,99,101,Sourjya,0
577,100,100,Sayan,0
578,99,101,Sourjya,0
579,100,100,Sayan,0
580,99,101,Sourjya,0
581,100,100,Sayan,0
582,99,101,Sourjya,0
583,100,100,Sayan,0
584,99,101,Sourjya,0
585,100,100,Sayan,0
586,99,101,Sourjya,0
587,100,100,Sayan,0
588,99,101,Sourjya,0
589,100,100,Sayan,0
590,99,101,Sourjya,0
591,100,100,Sayan,0
592,99,101,Sourjya,0
593,100,100,Sayan,0
594,99,101,Sourjya,0
595,100,100,Sayan,0
596,99,101,Sourjya,0
597,100,100,Sayan,0
598,99,101,Sourjya,0
599,100,100,Sayan,0
600,99,101,Sourjya,0
601,100,100,Sayan,0
602,99,101,Sourjya,0
603,100,100,Sayan,0
604,99,101,Sourjya,0
605,100,100,Sayan,0
606,99,101,Sourjya,0
607,100,100,Sayan,0
608,99,101,Sourjya,0
609,100,100,Sayan,0
610,99,101,Sourjya,0
611,100,100,Sayan,0
612,99,101,Sourjya,0
613,100,100,Sayan,0
614,99,101,Sourjya,0
615,100,100,Sayan,0
616,99,101,Sourjya,0
617,100,100,Sayan,0
618,99,101,Sourjya,0
619,100,100,Sayan,0
620,99,101,Sourjya,0
621,100,100,Sayan,0
622,99,101,Sourjya,0
623,100,100,Sayan,0
624,99,101,Sourjya,0
625,100,100,Sayan,0
626,99,101,Sourjya,0
627,100,100,Sayan,0
628,99,101,Sourjya,0
629,100,100,Sayan,0
630,99,101,Sourjya,0
631,100,100,Sayan,0
632,99,101,Sourjya,0
633,100,100,Sayan,0
634,99,101,Sourjya,0
635,100,100,Sayan,0
636,99,101,Sourjya,0
637,100,100,Sayan,0
638,99,101,Sourjya,0
639,100,100,Sayan,0
640,99,101,Sourjya,0
641,100,100,Sayan,0
642,99,101,Sourjya,0
643,100,100,Sayan,0
644,99,101,Sourjya,0
645,100,100,Sayan,0
646,99,101,Sourjya,0
647,100,100,Sayan,0
648,99,101,Sourjya,0
649,100,100,Sayan,0
650,99,101,Sourjya,0
651,100,100,Sayan,0
652,99,101,Sourjya,0
653,100,100,Sayan,0
654,99,101,Sourjya,0
655,100,100,Sayan,0
656,99,101,Sourjya,0
657,100,100,Sayan,0
658,99,101,Sourjya,0
659,100,100,Sayan,0
660,99,101,Sourjya,0
661,100,100,Sayan,0
662,99,101,Sourjya,0
663,100,100,Sayan,0
664,99,101,Sourjya,0
665,100,100,Sayan,0
666,99,101,Sourjya,0
667,100,100,Sayan,0
668,99,101,Sourjya,0
669,100,100,Sayan,0
670,99,101,Sourjya,0
671,100,100,Sayan,0
672,99,101,Sourjya,0
673,100,100,Sayan,0
674,99,101,Sourjya,0
675,100,100,Sayan,0
676,99,101,Sourjya,0
677,100,100,Sayan,0
678,99,101,Sourjya,0
679,100,100,Sayan,0
680,99,101,Sourjya,0
681,100,100,Sayan,0
682,99,101,Sourjya,0
683,100,100,Sayan,0
684,99,101,Sourjya,0
685,100,100,Sayan,0
686,99,101,Sourjya,0
687,100,100,Sayan,0
688,99,101,Sourjya,0
689,100,100,Sayan,0
690,99,101,Sourjya,0
691,100,100,Sayan,0
692,99,101,Sourjya,0
693,100,100,Sayan,0
694,99,101,Sourjya,0
695,100,100,Sayan,0
696,99,101,Sourjya,0
697,100,100,Sayan,0
698,99,101,Sourjya,0
699,100,100,Sayan,0
700,99,101,Sourjya,0
701,100,100,Sayan,0
702,99,101,Sourjya,0
703,100,100,Sayan,0
704,99,101,Sourjya,0
705,100,100,Sayan,0
706,99,101,Sourjya,0
707,100,100,Sayan,0
708,99,101,Sourjya,0
709,100,100,Sayan,0
710,99,101,Sourjya,0
711,100,100,Sayan,0
712,99,101,Sourjya,0
713,100,100,Sayan,0
714,99,101,Sourjya,0
715,100,100,Sayan,0
716,99,101,Sourjya,0
717,100,100,Sayan,0
718,99,101,Sourjya,0
719,100,100,Sayan,0
720,99,101,Sourjya,0
721,100,100,Sayan,0
722,99,101,Sourjya,0
723,100,100,Sayan,0
724,99,101,Sourjya,0
725,100,100,Sayan,0
726,99,101,Sourjya,0
727,100,100,Sayan,0
728,99,101,Sourjya,0
729,100,100,Sayan,0
730,99,101,Sourjya,0
731,100,100,Sayan,0
732,99,101,Sourjya,0
733,100,100,Sayan,0
734,99,101,Sourjya,0
735,100,100,Sayan,0
736,99,101,Sourjya,0
737,100,100,Sayan,0
738,99,101,Sourjya,0
739,100,100,Sayan,0
740,99,101,Sourjya,0
741,100,100,Sayan,0
742,99,101,Sourjya,0
743,100,100,Sayan,0
744,99,101,Sourjya,0
745,100,100,Sayan,0
746,99,101,Sourjya,0
747,100,100,Sayan,0
748,99,101,Sourjya,0
749,100,100,Sayan,0
750,99,101,Sourjya,0
751,100,100,Sayan,0
752,99,101,Sourjya,0
753,100,100,Sayan,0
754,99,101,Sourjya,0
755,100,100,Sayan,0
756,99,101,Sourjya,0
757,100,100,Sayan,0
758,99,101,Sourjya,0
759,100,100,Sayan,0
760,99,101,Sourjya,0
761,100,100,Sayan,0
762,99,101,Sourjya,0
763,100,100,Sayan,0
764,99,101,Sourjya,0
765,100,100,Sayan,0
766,99,101,Sourjya,0
767,100,100,Sayan,0
768,99,101,Sourjya,0
769,100,100,Sayan,0
770,99,101,Sourjya,0
771,100,100,Sayan,0
772,99,101,Sourjya,0
773,100,100,Sayan,0
774,99,101,Sourjya,0
775,100,100,Sayan,0
776,99,101,Sourjya,0
777,100,100,Sayan,0
778,99,101,Sourjya,0
779,100,100,Sayan,0
780,99,101,Sourjya,0
781,100,100,Sayan,0
782,99,101,Sourjya,0
783,100,100,Sayan,0
784,99,101,Sourjya,0
785,100,100,Sayan,0
786,99,101,Sourjya,0
787,100,100,Sayan,0
788,99,101,Sourjya,0
789,100,100,Sayan,0
790,99,101,Sourjya,0
791,100,100,Sayan,0
792,99,101,Sourjya,0
793,100,100,Sayan,0
794,99,101,Sourjya,0
795,100,100,Sayan,0
796,99,101,Sourjya,0
797,100,100,Sayan,0
798,99,101,Sourjya,0
799,100,100,Sayan,0
800,99,101,Sourjya,0
801,100,100,Sayan,0
802,99,101,Sourjya,0
803,100,100,Sayan,0
804,99,101,Sourjya,0
805,100,100,Sayan,0
806,99,101,Sourjya,0
807,100,100,Sayan,0
808,99,101,Sourjya,0
809,100,100,Sayan,0
810,99,101,Sourjya,0
811,100,100,Sayan,0
812,99,101,Sourjya,0
813,100,100,Sayan,0
814,99,101,Sourjya,0
815,100,100,Sayan,0
816,99,101,Sourjya,0
817,100,100,Sayan,0
818,99,101,Sourjya,0
819,100,100,Sayan,0
820,99,101,Sourjya,0
821,100,100,Sayan,0
822,99,101,Sourjya,0
823,100,100,Sayan,0
824,99,101,Sourjya,0
825,100,100,Sayan,0
826,99,101,Sourjya,0
827,100,100,Sayan,0
828,99,101,Sourjya,0
829,100,100,Sayan,0
830,99,101,Sourjya,0
831,100,100,Sayan,0
832,99,101,Sourjya,0
833,100,100,Sayan,0
834,99,101,Sourjya,0
835,100,100,Sayan,0
836,99,101,Sourjya,0
837,100,100,Sayan,0
838,99,101,Sourjya,0
839,100,100,Sayan,0
840,99,101,Sourjya,0
841,100,100,Sayan,0
842,99,101,Sourjya,0
843,100,100,Sayan,0
844,99,101,Sourjya,0
845,100,100,Sayan,0
846,99,101,Sourjya,0
847,100,100,Sayan,0
848,99,101,Sourjya,0
849,100,100,Sayan,0
850,99,101,Sourjya,0
851,100,100,Sayan,0
852,99,101,Sourjya,0
853,100,100,Sayan,0
854,99,101,Sourjya,0
855,100,100,Sayan,0
856,99,101,Sourjya,0
857,100,100,Sayan,0
858,99,101,Sourjya,0
859,100,100,Sayan,0
860,99,101,Sourjya,0
861,100,100,Sayan,0
862,99,101,Sourjya,0
863,100,100,Sayan,0
864,99,101,Sourjya,0
865,100,100,Sayan,0
866,99,101,Sourjya,0
867,100,100,Sayan,0
868,99,101,Sourjya,0
869,100,100,Sayan,0
870,99,101,Sourjya,0
871,100,100,Sayan,0
872,99,101,Sourjya,0
873,100,100,Sayan,0
874,99,101,Sourjya,0
875,100,100,Sayan,0
876,99,101,Sourjya,0
877,100,100,Sayan,0
878,99,101,Sourjya,0
879,100,100,Sayan,0
880,99,101,Sourjya,0
881,100,100,Sayan,0
882,99,101,Sourjya,0
883,100,100,Sayan,0
884,99,101,Sourjya,0
885,100,100,Sayan,0
886,99,101,Sourjya,0
887,100,100,Sayan,0
888,99,101,Sourjya,0
889,100,100,Sayan,0
890,99,101,Sourjya,0
891,100,100,Sayan,0
892,99,101,Sourjya,0
893,100,100,Sayan,0
894,99,101,Sourjya,0
895,100,100,Sayan,0
896,99,101,Sourjya,0
897,100,100,Sayan,0
898,99,101,Sourjya,0
899,100,100,Sayan,0
900,99,101,Sourjya,0
901,100,100,Sayan,0
902,99,101,Sourjya,0
903,100,100,Sayan,0
904,99,101,Sourjya,0
905,100,100,Sayan,0
906,99,101,Sourjya,0
907,100,100,Sayan,0
908,99,101,Sourjya,0
909,100,100,Sayan,0
910,99,101,Sourjya,0
911,100,100,Sayan,0
912,99,101,Sourjya,0
913,100,100,Sayan,0
914,99,101,Sourjya,0
915,100,100,Sayan,0
916,99,101,Sourjya,0
917,100,100,Sayan,0
918,99,101,Sourjya,0
919,100,100,Sayan,0
920,99,101,Sourjya,0
921,100,100,Sayan,0
922,99,101,Sourjya,0
923,100,100,Sayan,0
924,99,101,Sourjya,0
925,100,100,Sayan,0
926,99,101,Sourjya,0
927,100,100,Sayan,0
928,99,101,Sourjya,0
929,100,100,Sayan,0
930,99,101,Sourjya,0
931,100,100,Sayan,0
932,99,101,Sourjya,0
933,100,100,Sayan,0
934,99,101,Sourjya,0
935,100,100,Sayan,0
936,99,101,Sourjya,0
937,100,100,Sayan,0
938,99,101,Sourjya,0
939,100,100,Sayan,0
940,99,101,Sourjya,0
941,100,100,Sayan,0
942,99,101,Sourjya,0
943,100,100,Sayan,0
944,99,101,Sourjya,0
945,100,100,Sayan,0
946,99,101,Sourjya,0
947,100,100,Sayan,0
948,99,101,Sourjya,0
949,100,100,Sayan,0
950,99,101,Sourjya,0
951,100,100,Sayan,0
952,99,101,Sourjya,0
953,100,100,Sayan,0
954,99,101,Sourjya,0
955,100,100,Sayan,0
956,99,101,Sourjya,0
957,100,100,Sayan,0
958,99,101,Sourjya,0
959,100,100,Sayan,0
960,99,101,Sourjya,0
961,100,100,Sayan,0
962,99,101,Sourjya,0
963,100,100,Sayan,0
964,99,101,Sourjya,0
965,100,100,Sayan,0
966,99,101,Sourjya,0
967,100,100,Sayan,0
968,99,101,Sourjya,0
969,100,100,Sayan,0
970,99,101,Sourjya,0
971,100,100,Sayan,0
972,99,101,Sourjya,0
973,100,100,Sayan,0
974,99,101,Sourjya,0
975,100,100,Sayan,0
976,99,101,Sourjya,0
977,100,100,Sayan,0
978,99,101,Sourjya,0
979,100,100,Sayan,0
980,99,101,Sourjya,0
981,100,100,Sayan,0
982,99,101,Sourjya,0
983,100,100,Sayan,0
984,99,101,Sourjya,0
985,100,100,Sayan,0
986,99,101,Sourjya,0
987,100,100,Sayan,0
988,99,101,Sourjya,0
989,100,100,Sayan,0
990,99,101,Sourjya,0
991,100,100,Sayan,0
992,99,101,Sourjya,0
993,100,100,Sayan,0
994,99,101,Sourjya,0
995,100,100,Sayan,0
996,99,101,Sourjya,0
997,100,100,Sayan,0
998,99,101,Sourjya,0
999,100,100,Sayan,0
