(('Qs', 'Ah'), 0.6195454545454546)
(('Qs', '4c'), 0.4752323232323232)
(('Qs', '5h'), 0.4821582491582491)
(('Qs', 'Ks'), 0.6481144781144782)
(('Qs', 'Jh'), 0.5732525252525252)
(('Qs', 'Ad'), 0.6512457912457914)
(('Qs', '6h'), 0.505983164983165)
(('Qs', '9h'), 0.55693265993266)
(('Qs', '5s'), 0.5236094276094276)
(('Qs', '4s'), 0.5583905723905724)
(('Qs', 'Jd'), 0.6320505050505051)
(('Qs', '8c'), 0.5639158249158249)
(('Qs', '7c'), 0.5047710437710438)
(('Qs', '9d'), 0.5420942760942761)
(('Qs', 'Kd'), 0.5907912457912459)
(('Qs', 'As'), 0.6637845117845119)
(('Qs', '7s'), 0.506973063973064)
(('Qs', '3h'), 0.5127373737373737)
(('Qs', '6s'), 0.5257138047138047)
(('Qs', '2d'), 0.4545791245791245)
(('Qs', '3d'), 0.4746161616161616)
(('Qs', '5d'), 0.48730976430976425)
(('Qs', '6d'), 0.4831447811447811)
(('Qs', '3c'), 0.4559730639730639)
(('Qs', 'Jc'), 0.5854276094276095)
(('Qs', '4h'), 0.4915016835016835)
(('Qs', '5c'), 0.48692592592592593)
(('Qs', 'Ts'), 0.5949831649831651)
(('Qs', 'Kc'), 0.6090673400673401)
(('Qs', 'Qh'), 0.8005858585858587)
(('Qs', '8s'), 0.540040404040404)
(('Qs', 'Kh'), 0.599959595959596)
(('Qs', 'Tc'), 0.5309158249158249)
(('Qs', 'Qd'), 0.7974006734006736)
(('3s', 'Js'), 0.49346801346801344)
(('3s', 'Ac'), 0.5628484848484849)
(('3s', '7d'), 0.4281548821548821)
(('3s', '8h'), 0.41171717171717165)
(('3s', '2h'), 0.3416363636363636)
(('3s', '7h'), 0.36285521885521876)
(('3s', '9s'), 0.4421717171717171)
(('3s', 'Td'), 0.3818181818181817)
(('3s', '2s'), 0.36017508417508415)
(('3s', 'Ah'), 0.5761683501683502)
(('3s', '4c'), 0.3485690235690236)
(('3s', '5h'), 0.36458249158249156)
(('3s', 'Ks'), 0.5474612794612794)
(('3s', 'Jh'), 0.46052188552188544)
(('3s', 'Ad'), 0.5880639730639732)
(('3s', '6h'), 0.3953265993265993)
(('3s', '9h'), 0.37696969696969684)
(('3s', '5s'), 0.40036700336700337)
(('3s', '4s'), 0.4218686868686869)
(('3s', 'Jd'), 0.46004040404040397)
(('3s', '8c'), 0.3806531986531986)
(('3s', '7c'), 0.3445050505050504)
(('3s', '9d'), 0.39613804713804707)
(('3s', 'Kd'), 0.510962962962963)
(('3s', 'As'), 0.6037272727272728)
(('3s', '7s'), 0.4212457912457912)
(('3s', '3h'), 0.5152525252525253)
(('3s', '6s'), 0.38976094276094275)
(('3s', '2d'), 0.29812794612794613)
(('3s', '3d'), 0.5080404040404041)
(('3s', '5d'), 0.4069191919191919)
(('3s', '6d'), 0.33043771043771036)
(('3s', '3c'), 0.5377676767676768)
(('3s', 'Jc'), 0.461040404040404)
(('3s', '4h'), 0.3561111111111111)
(('3s', '5c'), 0.3739057239057239)
(('3s', 'Ts'), 0.45974074074074067)
(('3s', 'Kc'), 0.5196127946127946)
(('3s', 'Qh'), 0.48873063973063974)
(('3s', '8s'), 0.4118888888888888)
(('3s', 'Kh'), 0.5139326599326599)
(('3s', 'Tc'), 0.46195959595959596)
(('3s', 'Qd'), 0.5099158249158249)
(('Js', 'Ac'), 0.6207003367003368)
(('Js', '7d'), 0.517)
(('Js', '8h'), 0.5019629629629629)
(('Js', '2h'), 0.4558552188552188)
(('Js', '7h'), 0.4863468013468013)
(('Js', '9s'), 0.5227609427609428)
(('Js', 'Td'), 0.5456195286195287)
(('Js', '2s'), 0.4823905723905723)
(('Js', 'Ah'), 0.6404781144781145)
(('Js', '4c'), 0.4938922558922559)
(('Js', '5h'), 0.42260269360269354)
(('Js', 'Ks'), 0.5885521885521886)
(('Js', 'Jh'), 0.7658013468013469)
(('Js', 'Ad'), 0.6553164983164984)
(('Js', '6h'), 0.49008417508417507)
(('Js', '9h'), 0.5323602693602694)
(('Js', '5s'), 0.47217845117845114)
(('Js', '4s'), 0.5349427609427609)
(('Js', 'Jd'), 0.7723501683501686)
(('Js', '8c'), 0.5002424242424243)
(('Js', '7c'), 0.45084511784511777)
(('Js', '9d'), 0.5494579124579124)
(('Js', 'Kd'), 0.6281919191919193)
(('Js', 'As'), 0.6546936026936028)
(('Js', '7s'), 0.5216363636363637)
(('Js', '3h'), 0.46409764309764306)
(('Js', '6s'), 0.492023569023569)
(('Js', '2d'), 0.42954208754208745)
(('Js', '3d'), 0.4169259259259258)
(('Js', '5d'), 0.5058114478114478)
(('Js', '6d'), 0.46843434343434337)
(('Js', '3c'), 0.4538282828282828)
(('Js', 'Jc'), 0.7740336700336702)
(('Js', '4h'), 0.48382154882154876)
(('Js', '5c'), 0.48756565656565654)
(('Js', 'Ts'), 0.5814713804713805)
(('Js', 'Kc'), 0.5946498316498317)
(('Js', 'Qh'), 0.5647306397306397)
(('Js', '8s'), 0.5603367003367004)
(('Js', 'Kh'), 0.6222929292929293)
(('Js', 'Tc'), 0.5586329966329967)
(('Js', 'Qd'), 0.6063232323232324)
(('Ac', '7d'), 0.5943232323232324)
(('Ac', '8h'), 0.6038215488215489)
(('Ac', '2h'), 0.5648956228956229)
(('Ac', '7h'), 0.6011616161616162)
(('Ac', '9s'), 0.5838518518518518)
(('Ac', 'Td'), 0.6400673400673401)
(('Ac', '2s'), 0.5683030303030303)
(('Ac', 'Ah'), 0.8581279461279464)
(('Ac', '4c'), 0.6040740740740741)
(('Ac', '5h'), 0.5797744107744108)
(('Ac', 'Ks'), 0.6274074074074075)
(('Ac', 'Jh'), 0.6265117845117846)
(('Ac', 'Ad'), 0.8612794612794615)
(('Ac', '6h'), 0.5492491582491582)
(('Ac', '9h'), 0.5843097643097643)
(('Ac', '5s'), 0.5938181818181819)
(('Ac', '4s'), 0.5876296296296297)
(('Ac', 'Jd'), 0.6070673400673401)
(('Ac', '8c'), 0.6390740740740741)
(('Ac', '7c'), 0.6045117845117846)
(('Ac', '9d'), 0.5793299663299664)
(('Ac', 'Kd'), 0.6623535353535355)
(('Ac', 'As'), 0.8508518518518521)
(('Ac', '7s'), 0.6134713804713805)
(('Ac', '3h'), 0.5553198653198653)
(('Ac', '6s'), 0.5714040404040405)
(('Ac', '2d'), 0.5331818181818182)
(('Ac', '3d'), 0.5792390572390573)
(('Ac', '5d'), 0.5382154882154883)
(('Ac', '6d'), 0.5688114478114479)
(('Ac', '3c'), 0.5518148148148149)
(('Ac', 'Jc'), 0.6258080808080809)
(('Ac', '4h'), 0.5707845117845118)
(('Ac', '5c'), 0.6138922558922559)
(('Ac', 'Ts'), 0.6563198653198654)
(('Ac', 'Kc'), 0.6576734006734007)
(('Ac', 'Qh'), 0.6442929292929294)
(('Ac', '8s'), 0.5899932659932661)
